drug_a,drug_b,efek_interaksi,mekanisme_interaksi_farmakokinetik,mekanisme_interaksi_farmakodinamik,manajemen_interaksi
hydrochlorothiazide,propantheline,Minor,Absorpsi: Antikolinergik memperlambat motilitas GI ? ? absorpsi & bioavailabilitas tiazid.,Tidak ada.,Tidak signifikan klinis; monitor efek diuretik/TD bila digunakan bersama.
captopril,propiomazine,Moderate,Tidak ada.,Blokade ?1 adrenergik fenotiazin ? hipotensi & ortostasis aditif dengan ACE inhibitor.,Monitor TD; dosis awal fenotiazin rendah; titrasi perlahan; edukasi pasien untuk bangun perlahan; hindari aktivitas berisiko sampai respons stabil.
hydrochlorothiazide,propiomazine,Moderate,Tidak ada.,(1) QT prolongation + hipokalemia/hipomagnesemia ? risiko torsade de pointes. (2) Hipotensi aditif via blokade ?1 adrenergik.,Monitor & koreksi elektrolit; pantau TD; mulai neuroleptik dengan dosis rendah; titrasi perlahan.
captopril,propoxyphene,Moderate,Tidak ada.,"Opioid (propoxyphene) memiliki efek hipotensi, terutama awal terapi/titrasi; aditif dengan ACE inhibitor ? risiko ortostasis.",Pantau TD; edukasi ortostasis; hindari alkohol; anjurkan bangun perlahan; hindari aktivitas berisiko sampai efek obat diketahui.
hydrochlorothiazide,propoxyphene,Moderate,Tidak ada.,(1) Opioid menurunkan TD ? hipotensi aditif dengan diuretik. (2) Opioid dapat mengurangi efektivitas diuretik dengan meningkatkan sekresi ADH.,Monitor TD & efektivitas diuretik; sesuaikan dosis bila perlu; edukasi ortostasis; hindari aktivitas berisiko.
propranolol,hydrochlorothiazide,Moderate,Tidak ada.,Kombinasi ?-blocker + diuretik dapat meningkatkan risiko hiperglikemia & hipertrigliseridemia; diuretik kehilangan K? dapat meningkatkan risiko aritmia (mis. torsade de pointes) pada ?-blocker yang memanjang QT (contoh: sotalol).,"Monitor K? serum, TD, dan glukosa darah; edukasi pasien untuk segera melapor jika ada pusing, lemah, sinkop, palpitasi, atau gangguan kontrol glukosa."
captopril,protriptyline,Moderate,Tidak ada.,TCA dengan blokade ?1 adrenergik ? hipotensi & ortostasis aditif dengan ACE inhibitor.,Monitor TD; mulai TCA dengan dosis rendah & titrasi perlahan; edukasi ortostasis; hindari aktivitas berisiko sampai respons obat diketahui.
hydrochlorothiazide,protriptyline,Moderate,Tidak ada.,TCA dengan blokade ?1 adrenergik ? hipotensi aditif; risiko ortostasis.,Monitor TD; dosis awal rendah; titrasi perlahan; edukasi pasien terkait ortostasis.
captopril,prucalopride,Minor,Inhibitor P-gp (misalnya ketokonazol) dapat meningkatkan absorpsi prucalopride ? ? Cmax & AUC ? 40%.,Tidak ada.,"Tidak signifikan secara klinis; tidak perlu penyesuaian dosis rutin, namun monitor efek samping jika diberikan bersama inhibitor P-gp kuat."
captopril,pyrilamine,Moderate,Tidak ada.,Antihistamin dengan efek sedatif dapat menurunkan TD; aditif dengan ACE inhibitor ? risiko hipotensi & ortostasis.,Monitor TD; edukasi ortostasis; hindari alkohol; bangun perlahan dari posisi duduk/berbaring; hindari aktivitas berisiko.
hydrochlorothiazide,pyrilamine,Moderate,Tidak ada.,Efek hipotensi aditif; risiko ortostasis meningkat.,Monitor TD; edukasi pasien untuk menghindari alkohol; bangun perlahan; pantau gejala hipotensi.
captopril,quazepam,Moderate,Tidak ada.,Benzodiazepin sedatif-hipnotik dapat menurunkan TD; efek aditif dengan ACE inhibitor ? hipotensi & ortostasis.,Monitor TD; edukasi ortostasis; hindari alkohol; bangun perlahan; hindari mengemudi/operasi mesin sampai respon obat diketahui.
captopril,quetiapine,Moderate,Tidak ada.,"Quetiapine memiliki aktivitas blokade ?1-adrenergik ? vasodilatasi & hipotensi ortostatik; efek aditif dengan ACE inhibitor meningkatkan risiko hipotensi & sinkop, terutama awal terapi.",Monitor TD; mulai quetiapine dengan dosis rendah & titrasi perlahan; edukasi pasien hindari bangun mendadak; pertimbangkan agen dengan afinitas ?1 rendah bila memungkinkan.
hydrochlorothiazide,quetiapine,Moderate,Tidak ada.,Mekanisme sama: blokade ?1-adrenergik oleh quetiapine ? hipotensi ortostatik aditif dengan efek diuretik.,Monitor TD; dosis awal rendah; edukasi pasien tentang risiko ortostasis & gejala hipotensi.
hydrochlorothiazide,quinapril,Moderate,Tidak ada.,Efek hipotensi aditif dari ACE inhibitor & diuretik; risiko hipotensi & hipovolemia awal terapi; ACE inhibitor dapat menurunkan efek natriuretik diuretik loop.,"Monitor TD, diuresis, elektrolit, fungsi ginjal; mulai ACE inhibitor dosis kecil; hentikan diuretik sementara atau tingkatkan asupan garam sebelum terapi; observasi 2 jam setelah dosis pertama."
hydrochlorothiazide,rabeprazole,Moderate,PPI jangka panjang dapat mengganggu absorpsi Mg?? ? hipomagnesemia; risiko meningkat dengan diuretik yang menyebabkan kehilangan Mg??.,"Hipomagnesemia dapat memicu aritmia, tetani, kejang, tremor; dapat disertai hipokalsemia sekunder akibat gangguan sekresi PTH.",Monitor Mg?? serum sebelum & selama terapi; edukasi pasien gejala hipomagnesemia; hentikan PPI jika diperlukan dan lakukan koreksi magnesium.
captopril,ragweed pollen allergen extract,Major,Tidak ada.,ACE inhibitor menghambat degradasi bradikinin ? meningkatkan risiko reaksi anafilaksis sistemik saat imunoterapi alergen; risiko angioedema berat.,"Umumnya hindari kombinasi; jika terpaksa, lakukan imunoterapi di bawah pengawasan ketat; pertimbangkan penghentian sementara ACE inhibitor."
hydrochlorothiazide,ragweed pollen allergen extract,Moderate,Tidak ada.,"Diuretik dapat meningkatkan risiko aritmia akibat epinefrin yang digunakan untuk menangani reaksi alergi; risiko diperberat oleh MAOI, TCA, COMT inhibitor, hormon tiroid, antihistamin, dan glikosida jantung.",Pertimbangkan risiko/benefit sebelum imunoterapi; monitor ketat respon terhadap epinefrin; hindari kombinasi obat yang mempotensiasi efek kardiotoksik epinefrin.
hydrochlorothiazide,ramipril,Moderate,Tidak ada.,"Efek hipotensi aditif dari ACE inhibitor & diuretik; risiko hipotensi, hipovolemia, dan gangguan fungsi ginjal, terutama pada pasien deplesi natrium atau stenosis arteri renalis.","Monitor TD, diuresis, elektrolit, fungsi ginjal; mulai ACE inhibitor dosis rendah; hentikan sementara diuretik atau tingkatkan asupan garam sebelum terapi; observasi ?2 jam setelah dosis pertama ACE inhibitor."
hydrochlorothiazide,rapacuronium,Moderate,Diuretik dapat menyebabkan hipokalemia yang memperpanjang efek blokade neuromuskular rapacuronium.,Tidak ada.,Monitor tanda blokade neuromuskular berkepanjangan; koreksi hipokalemia bila ada; pertimbangkan penyesuaian dosis relaksan otot.
captopril,rasagiline,Moderate,Tidak ada.,MAOI dapat meningkatkan efek hipotensi obat lain melalui akumulasi false neurotransmitters ? blokade simpatis fungsional; risiko hipotensi ortostatik meningkat.,"Gunakan hati-hati, terutama minggu awal terapi; monitor TD; edukasi pasien hindari bangun mendadak; waspadai gejala hipotensi ortostatik."
hydrochlorothiazide,rasagiline,Moderate,Tidak ada.,Mekanisme sama: MAOI meningkatkan efek hipotensi diuretik; risiko hipotensi ortostatik.,"Monitor TD awal terapi; edukasi pasien hindari bangun mendadak; waspadai pusing, sinkop."
hydrochlorothiazide,rauwolfia serpentina,Moderate,Tidak ada.,Efek hipotensi aditif akibat kombinasi diuretik dengan agen alfa-bloker dari Rauwolfia; risiko hipotensi postural.,Monitor respons hemodinamik awal terapi; sarankan minum Rauwolfia saat malam; edukasi pasien mengenai pusing atau sinkop.
captopril,remdesivir,Moderate,Tidak ada.,"Potensi hepatotoksisitas aditif; remdesivir dapat meningkatkan ALT/AST, ACE inhibitor juga terkait risiko gangguan hati pada sebagian pasien.",Evaluasi fungsi hati sebelum & selama terapi; hentikan remdesivir bila ALT >10? batas normal atau disertai gejala peradangan hati; pertimbangkan panduan dosis obat lain yang hepatotoksik.
captopril,remifentanil,Moderate,Tidak ada.,Efek hipotensi aditif akibat kombinasi ACE inhibitor dengan opioid yang memiliki efek vasodilatasi; risiko ortostatik meningkat pada awal terapi/dosis naik.,"Monitor tekanan darah, terutama saat inisiasi/peningkatan dosis; edukasi pasien hindari bangun mendadak; hindari alkohol; anjurkan tidak mengemudi/operasi mesin sampai tahu efek obat."
hydrochlorothiazide,remifentanil,Moderate,Tidak ada.,Efek hipotensi aditif; opioid dapat mengurangi efektivitas diuretik melalui peningkatan sekresi ADH.,Monitor tekanan darah & respon diuretik; pertimbangkan penyesuaian dosis diuretik; edukasi pasien hindari bangun mendadak & waspadai pusing/sinkop.
captopril,remimazolam,Moderate,Tidak ada.,Efek hipotensi aditif antara ACE inhibitor dan benzodiazepin sedatif; meningkatkan risiko ortostatik.,Monitor tekanan darah; edukasi pasien hindari bangun mendadak; hindari alkohol; tunda aktivitas berisiko hingga efek obat diketahui.
hydrochlorothiazide,remimazolam,Moderate,Tidak ada.,Efek hipotensi aditif antara diuretik dan benzodiazepin sedatif; risiko ortostatik.,Monitor tekanan darah; edukasi pasien hindari bangun mendadak; hindari alkohol; tunda aktivitas berisiko hingga efek obat diketahui.
captopril,repaglinide,Moderate,Tidak ada.,ACE inhibitor dapat meningkatkan efek hipoglikemik repaglinide melalui peningkatan sensitivitas insulin; risiko hipoglikemia.,"Monitor glukosa darah, terutama pada lansia/PGK; edukasi tanda hipoglikemia; sesuaikan dosis bila perlu."
hydrochlorothiazide,repaglinide,Moderate,Tidak ada.,Diuretik dapat menurunkan efektivitas repaglinide melalui peningkatan glukosa darah & resistensi insulin; risiko hiperglikemia.,Monitor glukosa darah saat memulai/menghentikan terapi; sesuaikan dosis antidiabetik; edukasi pasien laporkan gejala hiperglikemia.
hydrochlorothiazide,reserpine,Moderate,Tidak ada.,Efek hipotensi aditif antara diuretik dan agen alfa-bloker dari reserpine; risiko hipotensi postural.,Monitor respons hemodinamik awal terapi; sarankan konsumsi reserpine sebelum tidur; edukasi pasien mengenai pusing/sinkop.
captopril,reteplase,Moderate,Tidak ada.,Kombinasi ACE inhibitor dan reteplase dapat meningkatkan risiko angioedema/anaphylactoid reaction; mekanisme belum jelas.,Monitor tanda reaksi alergi/angioedema selama terapi; hentikan obat bila reaksi berat terjadi.
captopril,rifampin,Moderate,"Induksi enzim CYP450 oleh rifampin dapat meningkatkan metabolisme obat hepatotoksik lain, namun tidak ada bukti signifikan perubahan PK captopril.","Potensi hepatotoksisitas meningkat melalui mekanisme stres oksidatif mitokondria, akumulasi lipid hati, kolestasis, atau metabolit toksik; risiko lebih tinggi bila dikombinasi dengan obat hepatotoksik.","Hindari bila pasien punya riwayat penyakit hati; monitor fungsi hati (ALT, AST) sebelum & tiap 2?4 minggu terapi; hentikan bila muncul tanda hepatitis/ikterus; pertimbangkan alternatif bila perlu."
captopril,riociguat,Moderate,Tidak ada.,"Efek hipotensi aditif akibat stimulasi sGC oleh riociguat yang meningkatkan cGMP dan vasodilatasi perifer, memperkuat efek antihipertensi captopril.","Pertimbangkan dosis awal riociguat 0,5 mg TID pada pasien berisiko hipotensi; monitor tekanan darah; sesuaikan dosis bila SBP <95 mmHg atau gejala hipotensi muncul."
hydrochlorothiazide,riociguat,Moderate,Tidak ada.,Efek hipotensi aditif akibat kombinasi diuretik dan riociguat; risiko hipotensi simptomatik.,"Pertimbangkan dosis awal riociguat 0,5 mg TID; monitor tekanan darah; turunkan dosis bila hipotensi muncul."
captopril,risperidone,Moderate,Tidak ada.,Efek hipotensi aditif melalui blokade reseptor alfa-1 adrenergik oleh risperidone; risiko ortostatik meningkat pada awal terapi.,Monitor tekanan darah; mulai risperidone dosis rendah & titrasi lambat; edukasi pasien hindari berdiri tiba-tiba; pertimbangkan agen dengan afinitas alfa-1 rendah bila perlu.
hydrochlorothiazide,risperidone,Moderate,Tidak ada.,Risiko aritmia ventrikular meningkat bila hipokalemia/hipomagnesemia akibat diuretik terjadi; hipotensi aditif melalui blokade alfa-1.,Koreksi elektrolit sebelum terapi; monitor tekanan darah & EKG; titrasi dosis risperidone secara hati-hati.
hydrochlorothiazide,rocuronium,Moderate,Tidak ada.,Hipokalemia akibat diuretik dapat memperpanjang blok neuromuskular rocuronium.,Monitor kadar kalium & tanda blokade neuromuskular; koreksi elektrolit; sesuaikan dosis rocuronium.
captopril,rofecoxib,Moderate,NSAID dapat mengurangi efek antihipertensi ACE inhibitor melalui inhibisi prostaglandin ginjal.,"Risiko penurunan fungsi ginjal meningkat, terutama pada pasien dengan dehidrasi, lansia, atau gangguan ginjal; risiko retensi cairan.",Monitor tekanan darah & fungsi ginjal saat penggunaan bersamaan >1 minggu; hindari pada pasien risiko tinggi gagal ginjal; tidak berlaku pada dosis rendah aspirin.
hydrochlorothiazide,rofecoxib,Moderate,NSAID dapat menurunkan efek natriuretik & diuretik melalui inhibisi prostaglandin ginjal.,Risiko gagal jantung meningkat karena retensi natrium & air; hipotensi dapat berkurang; risiko hiperkalemia bila kombinasi dengan diuretik hemat kalium.,"Hindari dehidrasi; monitor fungsi ginjal, tekanan darah, dan elektrolit; hentikan bila terjadi insufisiensi ginjal/hiperkalemia."
hydrochlorothiazide,rosiglitazone,Moderate,Tidak ada.,Diuretik dapat menurunkan sensitivitas insulin dan mengganggu kontrol glikemik ? menurunkan efektivitas rosiglitazone dalam menurunkan gula darah.,Monitor gula darah; sesuaikan dosis antidiabetik bila perlu; edukasi pasien untuk melaporkan gejala hiperglikemia.
captopril,safinamide,Moderate,Tidak ada.,Efek hipotensi aditif akibat MAOI meningkatkan kadar neurotransmiter palsu ? blokade simpatis fungsional ? risiko hipotensi ortostatik.,"Monitor tekanan darah, terutama awal terapi; edukasi pasien hindari bangun tiba-tiba; laporkan gejala pusing/sinkop."
hydrochlorothiazide,safinamide,Moderate,Tidak ada.,Efek hipotensi aditif sama seperti kombinasi MAOI dengan antihipertensi; risiko hipotensi ortostatik meningkat.,Monitor tekanan darah; edukasi pasien; hati-hati pada awal terapi.
hydrochlorothiazide,salmeterol,Moderate,Tidak ada.,Hipokalemia dari diuretik diperburuk oleh beta-2 agonis ? meningkatkan risiko aritmia (termasuk torsade de pointes).,Monitor kadar kalium & status kardiovaskular; koreksi hipokalemia; waspada bila penggunaan sistemik/nebula.
captopril,salsalate,Moderate,NSAID dapat menurunkan efek antihipertensi ACE inhibitor dengan menghambat sintesis prostaglandin ginjal.,Risiko penurunan fungsi ginjal & retensi cairan; ACE inhibitor dapat memperburuk gangguan ginjal melalui penghambatan angiotensin II.,Monitor tekanan darah & fungsi ginjal selama terapi bersamaan >1 minggu; hindari pada pasien risiko tinggi gagal ginjal; tidak berlaku untuk aspirin dosis rendah.
hydrochlorothiazide,salsalate,Moderate,NSAID menghambat prostaglandin ginjal sehingga menurunkan efek diuretik/natriuretik.,Risiko gagal jantung karena retensi cairan; hipotensi berkurang; risiko hiperkalemia bila dikombinasikan dengan diuretik hemat kalium.,"Hindari dehidrasi; monitor fungsi ginjal, tekanan darah, elektrolit; hentikan bila insufisiensi ginjal/hiperkalemia."
captopril,saxagliptin,Moderate,Tidak ada.,Peningkatan risiko angioedema bila DPP-IV inhibitor digunakan dengan ACE inhibitor; ACE inhibitor dapat menurunkan gula darah dan meningkatkan risiko hipoglikemia.,"Edukasi pasien tanda angioedema; hentikan bila muncul; monitor gula darah, terutama pada lansia/renal impairment; sesuaikan dosis bila perlu."
hydrochlorothiazide,saxagliptin,Moderate,Tidak ada.,Diuretik dapat menurunkan sensitivitas insulin dan mengganggu kontrol glikemik ? menurunkan efektivitas saxagliptin.,Monitor gula darah; sesuaikan dosis antidiabetik bila perlu; waspada risiko hiperglikemia saat memulai/menarik terapi diuretik.
hydrochlorothiazide,scopolamine,Minor,Antikolinergik mengurangi motilitas GI ? memperlambat waktu transit usus ? meningkatkan absorpsi & bioavailabilitas thiazide.,Tidak ada.,Efek klinis signifikan belum jelas; monitor respon diuretik; waspadai peningkatan efek diuretik pada pasien sensitif.
captopril,secobarbital,Moderate,Tidak ada.,Efek hipotensi aditif karena kombinasi antihipertensi (ACEI) dengan depresan SSP yang memiliki efek vasodilatasi/penurunan tonus vaskular.,"Monitor tekanan darah, terutama awal terapi; edukasi pasien hindari perubahan posisi mendadak; hindari alkohol; waspadai pusing & sinkop."
hydrochlorothiazide,secobarbital,Moderate,Tidak ada.,Efek hipotensi aditif akibat kombinasi diuretik antihipertensi dengan depresan SSP.,"Sama seperti di atas: monitor tekanan darah, edukasi pasien, hindari alkohol & aktivitas berisiko bila pusing."
captopril,selegiline,Moderate,Tidak ada.,MAOI meningkatkan risiko hipotensi ortostatik melalui akumulasi neurotransmiter palsu yang memblok transmisi adrenergik perifer; efek aditif dengan antihipertensi.,Monitor tekanan darah; hati-hati pada awal terapi; edukasi pasien hindari berdiri mendadak; laporkan gejala ortostasis.
hydrochlorothiazide,selegiline,Moderate,Tidak ada.,Mekanisme sama: MAOI + diuretik antihipertensi ? risiko hipotensi ortostatik meningkat.,Monitor tekanan darah; edukasi pasien; hati-hati pada pasien lansia atau lemah.
hydrochlorothiazide,selexipag,Moderate,Tidak ada.,Efek hipotensi aditif karena kombinasi vasodilatasi prostasiklin dengan diuretik antihipertensi.,Monitor tekanan darah lebih sering sampai stabil; edukasi pasien hindari berdiri mendadak; ikuti panduan terapi PAH bila ada.
hydrochlorothiazide,semaglutide,Moderate,Tidak ada.,Diuretik dapat mengganggu kontrol glikemik ? risiko hiperglikemia & menurunkan efektivitas antidiabetik.,Monitor gula darah; sesuaikan dosis antidiabetik bila perlu; edukasi pasien laporkan gejala hiperglikemia; waspada hipoglikemia saat obat dihentikan.
hydrochlorothiazide,senna,Moderate,Tidak ada.,"Penggunaan laksatif secara kronis/berlebihan meningkatkan kehilangan cairan & elektrolit (Na, K, Mg, Zn) ? efek aditif dengan diuretik ? risiko dehidrasi & ketidakseimbangan elektrolit.",Gunakan laksatif hanya jangka pendek sesuai dosis anjuran; anjurkan diet tinggi serat & olahraga; edukasi pasien mengenali tanda dehidrasi & hipokalemia; hentikan bila terjadi gangguan elektrolit.
hydrochlorothiazide,sertraline,Moderate,Tidak ada.,Diuretik meningkatkan risiko hiponatremia akibat SSRI (mekanisme: SIADH); risiko lebih tinggi pada lansia atau pasien deplesi volume; SSRI dapat meningkatkan tekanan darah & denyut jantung sehingga berpotensi mengurangi efek antihipertensi.,"Monitor natrium serum & tekanan darah; edukasi pasien untuk melaporkan gejala hiponatremia (mual, lemas, kebingungan) atau hipotensi ortostatik; pertimbangkan penyesuaian dosis atau penghentian obat jika gejala berat."
hydrochlorothiazide,sibutramine,Moderate,Tidak ada.,"Mekanisme sama seperti SSRI/SNRI: risiko hiponatremia (SIADH), hipotensi ortostatik awal terapi, dan potensi peningkatan tekanan darah & nadi yang mengurangi efek antihipertensi.","Sama seperti pada sertraline: monitor natrium serum, tekanan darah, dan denyut jantung; edukasi pasien; hentikan obat bila gejala berat."
captopril,sildenafil,Moderate,Tidak ada.,PDE5 inhibitor menghambat degradasi cGMP ? vasodilatasi perifer ? menurunkan tekanan darah; efek aditif dengan ACE inhibitor.,"Monitor tekanan darah terutama awal terapi; hindari perubahan posisi mendadak; edukasi pasien melaporkan pusing, sinkop, atau takikardia."
hydrochlorothiazide,sildenafil,Moderate,Tidak ada.,Mekanisme sama: PDE5 inhibitor + diuretik antihipertensi ? efek hipotensi aditif.,Sama seperti di atas: monitor tekanan darah; edukasi pasien; pertimbangkan penyesuaian dosis bila hipotensi signifikan.
captopril,silodosin,Moderate,Tidak ada.,Kombinasi ACE inhibitor + alfa-blocker meningkatkan risiko hipotensi ortostatik & first-dose effect; penurunan tekanan darah lebih besar dibandingkan penggunaan tunggal.,Inisiasi alfa-blocker dengan dosis kecil & titrasi perlahan; pertimbangkan penurunan dosis ACE inhibitor; monitor hemodinamik; anjurkan pemberian alfa-blocker saat malam; edukasi pasien hindari berdiri mendadak.
captopril,sirolimus,Moderate,Tidak ada.,"Keduanya dapat menyebabkan angioedema; risiko meningkat bila digunakan bersamaan. mTOR inhibitor dapat memicu angioedema, dan ACE inhibitor juga dikenal sebagai penyebab angioedema.","Edukasi pasien tanda angioedema (bengkak wajah, bibir, lidah, sesak napas); hentikan obat & cari pertolongan medis bila muncul gejala; waspada onset yang dapat tertunda."
captopril,sirolimus topikal,Moderate,Tidak ada.,Mekanisme sama seperti sediaan sistemik: risiko angioedema meningkat karena efek aditif ACE inhibitor + mTOR inhibitor.,"Sama seperti di atas: edukasi tanda angioedema, hentikan obat bila muncul gejala, dan segera mencari pertolongan medis."
captopril,sitagliptin,Moderate,Tidak ada.,"Risiko angioedema meningkat (efek aditif ACE inhibitor + DPP-4 inhibitor); ACE inhibitor juga dapat menurunkan glukosa darah ? potensi hipoglikemia, terutama pada pasien gangguan ginjal atau usia lanjut.",Monitor tanda angioedema; pantau glukosa darah (terutama awal terapi); edukasi tanda hipoglikemia & cara mengatasinya; sesuaikan dosis bila perlu.
hydrochlorothiazide,sitagliptin,Moderate,Tidak ada.,"Diuretik dapat mengurangi efektivitas antidiabetik (hiperglikemia, intoleransi glukosa); dapat memperburuk diabetes yang sudah ada.","Monitor glukosa darah secara rutin; sesuaikan dosis antidiabetik bila perlu; edukasi pasien melaporkan gejala hiperglikemia (haus berlebihan, poliuria)."
captopril,sodium bicarbonate,Minor,Antasida meningkatkan pH lambung & memperlambat pengosongan lambung ? menurunkan Cmax & AUC captopril hingga 50% & 42%.,Tidak ada.,Anjurkan pemisahan waktu konsumsi captopril & antasida 1?2 jam; interaksi ini biasanya tidak mempengaruhi efek hipotensif secara klinis.
captopril,sodium citrate,Minor,Mekanisme sama seperti sodium bicarbonate: penurunan bioavailabilitas captopril akibat peningkatan pH lambung & perlambatan pengosongan lambung.,Tidak ada.,Sama seperti sodium bicarbonate: pisahkan pemberian 1?2 jam; pantau respon klinis pasien.
captopril,sodium ferric gluconate complex,Moderate,Tidak ada.,"ACE inhibitor menurunkan degradasi bradikinin ? dapat meningkatkan reaksi inflamasi akibat pemberian besi parenteral (mis. hipotensi, eritema, mual, muntah) melalui peningkatan mediator inflamasi.",Monitor ketat pasien selama dan setelah pemberian besi IV; waspadai reaksi sistemik; hentikan infus bila muncul reaksi berat.
captopril,sodium nitrite,Major,Tidak ada.,"Efek hipotensi aditif dengan risiko hipotensi berat; sodium nitrite juga dapat menyebabkan methemoglobinemia, gangguan perfusi dan oksigenasi.",Monitor hemodinamik selama & setelah pemberian; pantau kadar methemoglobin; kurangi laju infus bila hipotensi signifikan; berikan oksigen bila memungkinkan.
hydrochlorothiazide,sodium nitrite,Major,Tidak ada.,Efek hipotensi aditif; risiko methemoglobinemia dengan komplikasi perfusi dan oksigenasi jaringan.,"Sama seperti di atas: monitor tekanan darah, laju jantung, kadar methemoglobin; atur laju infus; berikan oksigen bila diperlukan."
captopril,sodium oxybate,Moderate,Tidak ada.,Efek hipotensi aditif akibat gabungan vasodilatasi dan depresan SSP; meningkatkan risiko ortostasis dan sinkop.,"Monitor tekanan darah, hindari perubahan posisi mendadak; edukasi pasien tanda hipotensi; hindari alkohol; larang mengemudi hingga mengetahui respons obat."
hydrochlorothiazide,sodium oxybate,Moderate,Tidak ada.,Efek hipotensi aditif; risiko ortostasis dan sinkop meningkat.,"Sama seperti di atas: monitor tekanan darah, edukasi pasien, hindari alkohol, larang mengemudi awal terapi."
captopril,sodium salicylate,Moderate,Beberapa NSAID dapat mengurangi AUC ACE inhibitor (contoh: enalapril) ? potensi menurunkan efektivitas antihipertensi.,"NSAID menghambat sintesis prostaglandin ginjal ? menurunkan efek antihipertensi ACE inhibitor; risiko retensi cairan & penurunan fungsi ginjal, terutama pada lansia/volume-depleted.",Monitor tekanan darah & fungsi ginjal saat penggunaan >1 minggu; hati-hati pada pasien dengan risiko gangguan ginjal; interaksi tidak signifikan pada dosis rendah aspirin.
hydrochlorothiazide,sodium salicylate,Moderate,Tidak ada.,NSAID menghambat prostaglandin ginjal ? mengurangi efek diuretik & natriuretik; meningkatkan risiko retensi cairan & gagal jantung.,"Monitor fungsi ginjal, tekanan darah; hindari dehidrasi; hentikan salah satu obat bila timbul gagal ginjal atau hiperkalemia."
captopril,sodium thiosalicylate,Moderate,Sama seperti sodium salicylate: potensi penurunan AUC ACE inhibitor oleh NSAID.,NSAID menghambat prostaglandin ? mengurangi efek antihipertensi & meningkatkan risiko gangguan ginjal; risiko retensi cairan.,"Monitor tekanan darah & fungsi ginjal; waspada pada lansia, pasien volume-depleted; interaksi tidak signifikan pada dosis rendah aspirin."
hydrochlorothiazide,sodium thiosalicylate,Moderate,Tidak ada.,Mekanisme sama seperti sodium salicylate: mengurangi efek diuretik & natriuretik; risiko gagal jantung meningkat.,"Monitor ketat fungsi ginjal, tekanan darah; hindari dehidrasi; hentikan bila muncul gagal ginjal atau hiperkalemia."
hydrochlorothiazide,solifenacin,Minor,"Antikolinergik memperlambat motilitas GI ? meningkatkan waktu transit usus ? memperpanjang Tmax HCT dari 2,4 ? 4,8 jam dan meningkatkan bioavailabilitas (urinary recovery ?36%).",Tidak ada.,"Efek klinis belum jelas; tidak memerlukan intervensi khusus, tetapi dapat dipertimbangkan penyesuaian dosis jika muncul efek samping akibat peningkatan kadar HCT."
captopril,sotagliflozin,Moderate,Tidak ada.,"SGLT-2 inhibitor meningkatkan diuresis & natriuresis ? kontraksi volume intravaskular ? efek hipotensi aditif dengan ACE inhibitor. Risiko hipotensi ortostatik, sinkop, dehidrasi meningkat.","Nilai dan koreksi status volume sebelum terapi; monitor tekanan darah, fungsi ginjal, elektrolit; hentikan SGLT-2 inhibitor sementara bila terjadi dehidrasi/hipotensi berat."
hydrochlorothiazide,sotagliflozin,Moderate,Tidak ada.,"Efek diuresis & natriuresis dari SGLT-2 inhibitor + thiazide ? meningkatkan risiko dehidrasi, hipotensi, AKI. Thiazide dapat menyebabkan hiperglikemia ? mengurangi efek SGLT-2 inhibitor.","Monitor tekanan darah, fungsi ginjal, elektrolit, glukosa darah; koreksi status volume sebelum memulai terapi; hentikan SGLT-2 inhibitor sementara bila dehidrasi/hipotensi berat."
hydrochlorothiazide,sotalol,Moderate,Tidak ada.,Thiazide menyebabkan hipokalemia ? meningkatkan risiko QT prolongation & torsades de pointes dari sotalol; keduanya dapat mempengaruhi metabolisme glukosa ? risiko hiperglikemia.,"Monitor K+, tekanan darah, dan glukosa; koreksi hipokalemia sebelum memulai sotalol; edukasi pasien mengenai gejala aritmia dan gangguan glukosa."
captopril,sparsentan,Major,Tidak ada.,"Kombinasi ACE inhibitor + sparsentan (ERA & ARB) ? risiko tinggi hipotensi, sinkop, hiperkalemia, gangguan ginjal termasuk gagal ginjal akut.",Kontraindikasi; hentikan semua RAAS inhibitor sebelum memulai sparsentan; jangan digunakan bersamaan.
hydrochlorothiazide,sparsentan,Moderate,Tidak ada.,Efek hipotensi aditif; risiko ortostasis meningkat karena sparsentan (ERA & ARB) + thiazide.,Monitor tekanan darah & status volume; pertimbangkan penurunan dosis antihipertensi lain; hentikan sementara jika hipotensi signifikan.
captopril,spironolactone,Major,Tidak ada.,"ACE inhibitor menurunkan aldosteron ? retensi K+; spironolactone mempertahankan K+ ? risiko hiperkalemia aditif, terutama pada pasien dengan CKD, diabetes, atau dehidrasi.",Monitor K+ & fungsi ginjal secara rutin; hindari suplemen K+; dosis spironolactone sebaiknya ?25 mg/hari jika dikombinasikan dengan ACE inhibitor; edukasi tanda hiperkalemia.
captopril,streptokinase,Moderate,Tidak ada.,"ACE inhibitor dapat meningkatkan risiko angioedema & reaksi anafilaktoid bila digunakan dengan agen fibrinolitik (misalnya streptokinase, alteplase). Mekanisme belum jelas, namun kasus orolingual angioedema dilaporkan terutama pada pasien yang juga mendapat ACE inhibitor.",Monitor ketat tanda angioedema selama terapi kombinasi; hentikan obat dan berikan penanganan segera bila terjadi angioedema.
